Item;Order Date;Sales;Profit
Edible Oil & Ghee;7/28/2017;697;271.83
Fish;09/11/2016;791;110.74
Chicken;02/05/2017;2390;215.1
Organic Fruits;1/22/2017;2094;439.74
Biscuits;12/13/2018;2092;732.2
Meat;12/06/2016;1537;537.95
Spices;12/20/2015;1436;143.6
Soft Drinks;09/12/2017;1129;451.6
Chicken;11/13/2018;1256;326.56
Soft Drinks;12/15/2018;2265;453
Health Drinks;4/17/2018;1030;309
Legumes;2/16/2016;2452;269.72
Organic Staples;4/25/2018;2445;415.65
Legumes;11/11/2018;1436;373.36
Eggs;11/24/2016;806;40.3
Fresh Vegetables;8/14/2017;1932;463.68
Breads & Buns;11/04/2015;1117;413.29
Spices;12/30/2016;1990;139.3
Legumes;11/03/2017;1720;688
Cookies;11/03/2017;1797;628.95
Health Drinks;11/03/2017;1957;215.27
Soft Drinks;10/21/2017;2181;479.82
Chocolates;3/14/2016;1596;383.04
Meat;9/21/2015;1864;801.52
Eggs;5/18/2017;2092;271.96
Health Drinks;8/15/2015;1169;409.15
Health Drinks;05/12/2016;1997;678.98
Meat;12/27/2015;1823;565.13
Fresh Vegetables;11/02/2018;775;178.25
Chicken;11/08/2016;1625;276.25
Fresh Fruits;10/18/2016;1845;202.95
Spices;8/15/2017;803;216.81
Spices;09/02/2017;2448;930.24
Meat;6/25/2016;1220;500.2
Chocolates;10/21/2017;1923;653.82
Rice;12/30/2016;699;90.87
Soft Drinks;12/03/2017;930;399.9
Soft Drinks;8/27/2016;2199;571.74
Organic Vegetables;8/15/2016;1103;463.26
Fish;02/05/2017;1244;236.36
Organic Staples;10/21/2017;876;289.08
Chicken;8/31/2018;2326;209.34
Cakes;05/01/2016;1951;195.1
Rice;5/18/2017;1802;774.86
Health Drinks;04/10/2017;1708;341.6
Meat;12/02/2017;2439;902.43
Eggs;09/11/2017;1760;334.4
Organic Fruits;9/17/2015;767;268.45
Biscuits;08/12/2018;950;161.5
Health Drinks;11/13/2018;2130;447.3
Organic Vegetables;12/26/2015;1258;440.3
Organic Fruits;8/27/2016;745;208.6
Biscuits;11/12/2018;1472;588.8
Soft Drinks;12/15/2018;1806;144.48
Chocolates;02/02/2018;761;312.01
Fresh Fruits;3/29/2016;645;277.35
Organic Vegetables;4/18/2015;2044;633.64
Soft Drinks;1/27/2015;540;156.6
Salt;9/25/2017;1137;295.62
Edible Oil & Ghee;12/22/2015;1705;289.85
Organic Vegetables;7/14/2018;1287;218.79
Spices;3/18/2018;560;145.6
Salt;12/24/2016;1113;300.51
Cookies;9/29/2015;1698;577.32
Fish;7/14/2018;1669;500.7
Noodles;06/10/2018;862;370.66
Rice;10/04/2015;1672;518.32
Fresh Fruits;2/26/2018;503;130.78
Soft Drinks;8/15/2017;528;105.6
Fresh Fruits;8/20/2018;1575;425.25
Meat;12/05/2015;1646;329.2
Breads & Buns;12/02/2017;2048;512
Organic Fruits;05/03/2018;2440;780.8
Rice;08/12/2018;1602;496.62
Cookies;12/10/2017;1724;293.08
Soft Drinks;07/03/2018;2045;490.8
Health Drinks;5/14/2016;1061;456.23
Breads & Buns;02/02/2018;1019;305.7
Meat;12/03/2017;1694;508.2
Chocolates;4/16/2018;2246;336.9
Chocolates;3/19/2016;1714;119.98
Meat;8/23/2017;902;324.72
Fish;11/02/2018;1539;661.77
Organic Fruits;4/17/2016;611;85.54
Legumes;08/07/2018;1079;53.95
Organic Staples;5/20/2018;725;188.5
Fish;11/10/2018;2339;514.58
Eggs;8/23/2017;1805;812.25
Spices;09/02/2018;1287;244.53
Organic Fruits;12/04/2016;2430;631.8
Rice;11/24/2016;755;302
Cakes;4/18/2015;1342;93.94
Spices;1/13/2015;1594;669.48
Organic Vegetables;10/30/2018;2177;653.1
Organic Vegetables;1/20/2018;1379;137.9
Soft Drinks;9/15/2017;1504;240.64
Breads & Buns;9/21/2015;1555;684.2
Chocolates;05/12/2017;814;293.04
Spices;8/23/2017;1444;418.76
Health Drinks;4/17/2018;639;146.97
Legumes;11/29/2015;1154;138.48
Edible Oil & Ghee;12/29/2018;755;37.75
Chocolates;6/17/2015;674;141.54
Noodles;09/02/2018;2306;507.32
Biscuits;11/28/2018;1221;231.99
Chicken;1/22/2017;1397;419.1
Health Drinks;10/04/2015;1985;277.9
Spices;5/31/2016;1143;102.87
Cookies;8/16/2017;795;286.2
Eggs;9/25/2017;1429;314.38
Noodles;1/14/2018;2299;942.59
Soft Drinks;6/30/2018;524;178.16
Health Drinks;05/02/2018;540;86.4
Meat;05/02/2018;1813;507.64
Biscuits;11/17/2016;2364;307.32
Soft Drinks;8/27/2016;2215;708.8
Legumes;08/07/2018;1167;245.07
Chicken;12/26/2017;1463;424.27
Chocolates;12/06/2017;1385;138.5
Spices;9/15/2017;794;269.96
Cakes;09/04/2018;1852;703.76
Noodles;02/09/2018;2399;815.66
Organic Staples;8/28/2016;2060;885.8
Organic Fruits;11/17/2016;1752;297.84
Health Drinks;1/13/2015;1520;243.2
Organic Vegetables;9/22/2015;527;94.86
Soft Drinks;12/06/2016;769;115.35
Flour;12/28/2018;735;95.55
Flour;9/29/2015;767;314.47
Fresh Vegetables;3/27/2016;2262;1017.9
Biscuits;12/28/2015;729;313.47
Health Drinks;5/30/2018;810;194.4
Health Drinks;3/25/2015;1539;200.07
Rice;12/29/2015;1947;739.86
Cakes;10/30/2018;1640;688.8
Cookies;2/23/2018;2315;625.05
Noodles;6/18/2018;1571;157.1
Soft Drinks;01/03/2018;2376;974.16
Eggs;3/19/2016;2149;537.25
Chocolates;11/03/2018;1419;454.08
Fresh Vegetables;05/12/2016;517;41.36
Spices;12/13/2018;661;171.86
Biscuits;1/23/2015;1604;529.32
Breads & Buns;8/23/2017;1252;212.84
Legumes;09/08/2015;607;91.05
Eggs;12/24/2018;1645;180.95
Rice;9/21/2016;1349;364.23
Edible Oil & Ghee;05/10/2015;851;221.26
Biscuits;7/14/2017;1988;377.72
Health Drinks;2/26/2018;841;168.2
Legumes;09/02/2017;548;186.32
Cakes;04/11/2018;1559;592.42
Soft Drinks;05/03/2018;1511;120.88
Cakes;12/24/2017;920;340.4
Noodles;11/03/2017;2142;706.86
Organic Vegetables;12/27/2016;1616;129.28
Fish;2/16/2016;854;324.52
Edible Oil & Ghee;12/01/2018;1466;557.08
Fresh Fruits;11/13/2016;1083;379.05
Meat;9/21/2018;2365;709.5
Meat;12/02/2017;1602;448.56
Meat;5/26/2017;2002;700.7
Biscuits;9/19/2017;1920;864
Edible Oil & Ghee;09/08/2017;504;70.56
Cakes;12/06/2017;1929;173.61
Fresh Vegetables;12/01/2018;1207;120.7
Cakes;11/16/2018;745;298
Breads & Buns;11/24/2016;549;153.72
Spices;5/22/2016;1536;491.52
Fresh Fruits;11/17/2016;2433;486.6
Breads & Buns;04/11/2015;1359;149.49
Health Drinks;9/29/2018;2290;618.3
Spices;11/14/2018;697;55.76
Biscuits;12/03/2017;2111;337.76
Meat;09/08/2015;2227;155.89
Health Drinks;1/26/2018;1764;264.6
Noodles;4/17/2018;1072;300.16
Breads & Buns;11/10/2015;653;267.73
Cakes;07/08/2018;2117;402.23
Cookies;5/28/2017;1892;775.72
Health Drinks;9/23/2018;1432;400.96
Organic Fruits;11/10/2015;616;172.48
Meat;09/08/2017;879;184.59
Chocolates;11/21/2018;1663;449.01
Edible Oil & Ghee;11/16/2018;1205;542.25
Organic Fruits;11/26/2017;2450;833
Chocolates;12/05/2015;1588;158.8
Fresh Fruits;09/11/2016;1005;211.05
Organic Staples;12/06/2016;716;114.56
Noodles;11/24/2016;2162;324.3
Breads & Buns;11/22/2015;2074;145.18
Biscuits;9/21/2015;2489;945.82
Fresh Fruits;12/28/2015;2491;572.93
Health Drinks;8/28/2016;1559;608.01
Fresh Fruits;11/19/2018;635;215.9
Edible Oil & Ghee;04/10/2017;1851;333.18
Salt;9/15/2018;1315;170.95
Flour;10/07/2017;1073;472.12
Cookies;10/30/2018;1130;305.1
Health Drinks;4/14/2016;2188;700.16
Noodles;8/16/2016;1396;544.44
Soft Drinks;04/12/2017;2299;459.8
Soft Drinks;09/02/2017;1377;179.01
Chicken;05/01/2016;676;223.08
Organic Staples;9/15/2018;1920;403.2
Soft Drinks;04/11/2015;1784;446
Noodles;11/10/2018;1285;359.8
Edible Oil & Ghee;12/20/2016;1285;282.7
Chocolates;9/28/2016;1150;425.5
Cookies;8/21/2018;515;30.9
Legumes;11/24/2017;2177;544.25
Spices;4/13/2016;2081;749.16
Edible Oil & Ghee;8/31/2018;2410;964
Spices;8/23/2015;2430;388.8
Cakes;10/06/2018;1172;457.08
Soft Drinks;05/08/2016;1291;426.03
Soft Drinks;9/17/2015;1706;562.98
Soft Drinks;09/04/2018;2322;1021.68
Biscuits;12/01/2018;1579;300.01
Legumes;11/24/2016;784;203.84
Soft Drinks;10/07/2017;2173;347.68
Salt;11/03/2017;2425;218.25
Eggs;3/19/2016;1123;482.89
Noodles;11/13/2016;1543;246.88
Cookies;07/10/2016;1747;401.81
Cakes;08/07/2018;1285;514
Cookies;12/14/2016;1932;656.88
Noodles;09/08/2015;901;261.29
Salt;3/31/2015;1174;223.06
Fresh Vegetables;1/30/2017;2207;176.56
Soft Drinks;11/07/2017;851;51.06
Chicken;09/11/2017;931;335.16
Cookies;10/04/2015;867;190.74
Edible Oil & Ghee;7/14/2018;1404;631.8
Cakes;12/31/2016;1439;546.82
Biscuits;5/20/2018;610;207.4
Biscuits;3/14/2015;2233;334.95
Cookies;07/08/2018;1752;385.44
Cookies;12/01/2016;2165;194.85
Breads & Buns;08/02/2016;1777;408.71
Spices;9/29/2015;2072;704.48
Health Drinks;10/30/2018;1626;569.1
Breads & Buns;8/16/2016;609;146.16
Edible Oil & Ghee;6/15/2016;1807;795.08
Fish;09/09/2018;2285;388.45
Soft Drinks;7/18/2018;2266;294.58
Cakes;12/08/2015;597;119.4
Edible Oil & Ghee;6/15/2016;1143;354.33
Fresh Fruits;06/08/2018;2061;370.98
Breads & Buns;9/19/2018;2399;431.82
Chicken;12/19/2018;2293;642.04
Noodles;3/13/2018;938;206.36
Health Drinks;10/02/2016;1343;335.75
Legumes;8/17/2016;2358;754.56
Edible Oil & Ghee;12/11/2016;1742;661.96
Eggs;12/24/2016;1940;155.2
Breads & Buns;9/17/2015;596;59.6
Biscuits;1/13/2016;2421;266.31
Noodles;4/25/2018;1255;338.85
Fresh Fruits;9/23/2018;2254;698.74
Biscuits;6/25/2016;1993;358.74
Chicken;12/29/2017;599;161.73
Organic Fruits;11/04/2015;1122;415.14
Noodles;10/24/2015;2383;714.9
Cookies;7/21/2018;1111;488.84
Organic Staples;11/02/2016;1062;74.34
Breads & Buns;12/31/2017;625;200
Health Drinks;8/15/2015;1302;221.34
Cookies;10/19/2018;2246;157.22
Breads & Buns;08/07/2018;1729;743.47
Meat;08/07/2018;513;138.51
Fish;11/17/2017;1005;412.05
Chocolates;8/19/2018;1512;408.24
Cookies;12/05/2018;701;126.18
Salt;09/10/2017;1536;460.8
Biscuits;09/10/2017;1541;77.05
Legumes;12/10/2017;884;141.44
Organic Staples;07/08/2017;2269;839.53
Fish;6/17/2015;1426;285.2
Health Drinks;12/06/2017;900;54
Salt;10/30/2018;1626;439.02
Cookies;05/12/2016;712;85.44
Organic Staples;11/23/2015;1821;218.52
Spices;08/09/2015;1305;587.25
Fresh Vegetables;8/31/2018;1569;596.22
Cakes;9/28/2016;1965;393
Soft Drinks;12/30/2018;1690;135.2
Spices;12/11/2016;966;67.62
Salt;12/11/2016;2141;942.04
Breads & Buns;8/23/2015;1250;137.5
Cookies;8/28/2017;2081;145.67
Chocolates;2/24/2015;946;104.06
Soft Drinks;11/26/2015;2151;623.79
Noodles;03/10/2015;2076;373.68
Spices;8/21/2018;1847;258.58
Chicken;09/07/2018;1337;147.07
Chicken;12/08/2015;1568;360.64
Rice;5/23/2016;1706;716.52
Soft Drinks;08/10/2016;1514;439.06
Fresh Fruits;4/25/2018;2158;237.38
Eggs;03/10/2015;1541;431.48
Cookies;5/28/2017;2283;639.24
Fresh Vegetables;12/24/2016;923;119.99
Organic Staples;8/15/2015;745;238.4
Rice;04/10/2017;2462;246.2
Legumes;11/07/2018;1791;483.57
Chocolates;11/21/2016;1186;415.1
Fresh Vegetables;3/14/2015;1233;468.54
Soft Drinks;09/12/2017;2433;340.62
Fresh Fruits;5/28/2015;901;90.1
Rice;8/17/2017;1680;537.6
Rice;07/12/2015;2050;389.5
Soft Drinks;05/06/2018;841;285.94
Health Drinks;2/24/2015;672;94.08
Breads & Buns;11/27/2017;1077;129.24
Breads & Buns;12/11/2016;578;138.72
Breads & Buns;03/08/2018;2279;592.54
Rice;4/21/2015;1344;497.28
Soft Drinks;03/09/2018;2438;365.7
Health Drinks;11/11/2018;530;121.9
Flour;8/28/2016;654;215.82
Spices;09/02/2018;1988;357.84
Organic Staples;9/29/2017;849;288.66
Rice;5/19/2018;1788;464.88
Organic Vegetables;11/08/2016;508;127
Health Drinks;09/01/2018;611;140.53
Spices;11/21/2018;925;314.5
Health Drinks;9/17/2015;2063;144.41
Breads & Buns;12/08/2015;2094;104.7
Organic Staples;12/06/2016;1569;282.42
Soft Drinks;9/17/2015;1892;718.96
Legumes;7/14/2015;1500;630
Soft Drinks;11/01/2015;2100;651
Noodles;11/26/2015;2225;445
Soft Drinks;12/08/2015;1632;603.84
Eggs;12/06/2016;537;150.36
Cakes;09/05/2016;1282;179.48
Breads & Buns;9/23/2018;1199;455.62
Eggs;12/05/2018;2060;206
Edible Oil & Ghee;08/12/2018;2062;927.9
Cakes;8/23/2015;509;25.45
Edible Oil & Ghee;9/17/2015;1907;324.19
Spices;12/06/2016;883;247.24
Biscuits;10/02/2018;2018;787.02
Soft Drinks;10/02/2018;777;194.25
Biscuits;11/25/2015;1332;266.4
Organic Staples;11/27/2018;776;155.2
Soft Drinks;9/15/2018;1552;450.08
Organic Staples;4/23/2017;1311;367.08
Organic Fruits;11/02/2016;723;79.53
Edible Oil & Ghee;11/07/2015;605;260.15
Organic Fruits;9/18/2018;666;286.38
Fresh Vegetables;08/09/2015;2199;615.72
Flour;9/30/2015;1684;168.4
Legumes;12/06/2017;1857;148.56
Fresh Fruits;9/15/2017;1344;134.4
Organic Fruits;09/10/2015;1107;221.4
Fresh Fruits;12/08/2015;670;107.2
Biscuits;8/17/2016;794;230.26
Cookies;12/24/2016;2223;222.3
Eggs;07/08/2017;2094;167.52
Flour;11/30/2015;665;259.35
Chocolates;11/24/2016;1908;534.24
Biscuits;1/29/2018;2494;648.44
Edible Oil & Ghee;01/03/2018;1249;399.68
Cookies;8/16/2016;542;184.28
Cookies;12/06/2016;1844;811.36
Soft Drinks;6/29/2018;1682;740.08
Soft Drinks;8/23/2015;860;275.2
Cookies;11/11/2017;717;186.42
Breads & Buns;9/20/2016;862;379.28
Spices;11/13/2018;1237;457.69
Salt;11/03/2017;1934;212.74
Cakes;5/25/2016;2498;524.58
Chicken;04/01/2018;562;151.74
Organic Fruits;06/11/2017;2270;885.3
Spices;10/21/2018;976;341.6
Noodles;06/08/2018;2355;894.9
Soft Drinks;9/28/2016;1454;596.14
Chocolates;07/08/2017;2352;1058.4
Biscuits;9/19/2018;694;90.22
Legumes;7/18/2018;2430;170.1
Fish;07/08/2017;616;215.6
Meat;12/08/2015;1482;652.08
Fresh Fruits;11/12/2017;876;122.64
Noodles;08/09/2015;533;143.91
Spices;12/27/2015;921;267.09
Organic Fruits;11/12/2017;1955;762.45
Soft Drinks;5/23/2016;753;75.3
Salt;10/02/2018;886;212.64
Cookies;8/22/2017;1301;351.27
Health Drinks;12/22/2017;1277;242.63
Noodles;12/22/2018;1961;627.52
Flour;12/11/2016;1838;716.82
Salt;10/01/2017;734;110.1
Breads & Buns;11/10/2017;856;325.28
Biscuits;12/27/2016;702;231.66
Soft Drinks;09/05/2017;1391;403.39
Health Drinks;12/22/2018;997;199.4
Legumes;09/11/2017;2283;1027.35
Salt;12/11/2016;1745;296.65
Fresh Vegetables;5/14/2018;847;296.45
Flour;1/15/2018;1578;615.42
Spices;08/01/2018;1643;246.45
Legumes;9/20/2015;1246;62.3
Meat;11/11/2018;1115;289.9
Chocolates;10/23/2016;1958;606.98
Breads & Buns;11/29/2016;1913;803.46
Fresh Fruits;08/07/2018;2293;183.44
Chocolates;12/15/2015;1053;410.67
Organic Vegetables;06/05/2018;870;374.1
Soft Drinks;11/17/2017;2489;597.36
Biscuits;07/11/2015;2245;269.4
Chocolates;1/15/2018;658;223.72
Chicken;7/23/2017;2251;900.4
Salt;12/04/2017;2395;862.2
Chocolates;7/23/2015;809;72.81
Fish;9/22/2018;1507;587.73
Cookies;12/01/2015;505;35.35
Organic Staples;6/16/2016;1981;158.48
Health Drinks;08/09/2016;2414;772.48
Eggs;10/14/2015;1690;321.1
Organic Fruits;5/30/2016;916;283.96
Health Drinks;5/30/2016;1210;84.7
Flour;6/21/2015;1874;787.08
Cookies;11/20/2018;1153;495.79
Chocolates;07/11/2015;1046;397.48
Chocolates;11/07/2017;2023;161.84
Soft Drinks;08/09/2016;1304;352.08
Flour;11/24/2017;2266;339.9
Meat;3/26/2018;944;330.4
Fish;11/07/2017;1646;213.98
Soft Drinks;12/02/2018;1949;857.56
Fish;9/20/2015;2399;1007.58
Health Drinks;08/09/2016;1405;351.25
Noodles;10/21/2017;1256;113.04
Breads & Buns;12/07/2016;815;154.85
Cakes;9/20/2015;596;59.6
Fresh Vegetables;11/19/2015;721;324.45
Fish;07/06/2015;2420;847
Breads & Buns;12/07/2018;1570;675.1
Soft Drinks;07/07/2018;1417;637.65
Fresh Vegetables;9/16/2018;2384;596
Edible Oil & Ghee;10/05/2016;2273;295.49
Noodles;05/03/2017;2250;675
Cakes;07/07/2018;1828;712.92
Fresh Fruits;9/16/2018;2108;231.88
Fresh Fruits;9/22/2016;1759;686.01
Legumes;05/03/2017;929;167.22
Edible Oil & Ghee;12/15/2016;1464;527.04
Cakes;12/15/2016;1501;255.17
Legumes;07/07/2018;2258;361.28
Salt;12/08/2018;1173;480.93
Biscuits;7/25/2017;2481;769.11
Flour;06/01/2018;1180;70.8
Salt;05/08/2015;828;256.68
Fresh Fruits;12/22/2018;843;160.17
Cookies;9/14/2018;1475;354
Legumes;12/15/2016;1599;543.66
Fish;9/14/2018;1781;676.78
Soft Drinks;05/03/2017;666;219.78
Cakes;11/25/2017;1447;115.76
Health Drinks;4/16/2016;1726;120.82
Salt;06/06/2017;524;31.44
Fresh Fruits;06/06/2017;1795;107.7
Noodles;11/05/2017;2075;622.5
Eggs;12/21/2018;638;70.18
Rice;9/22/2018;2403;1033.29
Biscuits;1/15/2015;1883;301.28
Biscuits;06/06/2017;1613;419.38
Biscuits;4/18/2016;1127;281.75
Breads & Buns;08/12/2015;994;377.72
Chocolates;6/15/2016;1159;220.21
Rice;6/14/2017;1416;198.24
Meat;08/09/2017;1242;558.9
Fresh Vegetables;3/26/2017;1964;157.12
Fish;12/21/2016;1480;621.6
Organic Fruits;08/01/2018;2415;869.4
Flour;1/14/2018;839;218.14
Biscuits;12/25/2018;1958;724.46
Cakes;06/09/2017;1539;430.92
Chocolates;11/22/2016;1591;143.19
Cookies;11/23/2015;1957;841.51
Noodles;12/13/2016;907;217.68
Breads & Buns;4/21/2018;1036;269.36
Organic Staples;10/05/2015;998;269.46
Edible Oil & Ghee;3/19/2018;862;293.08
Noodles;9/21/2018;2313;578.25
Soft Drinks;9/21/2018;2266;997.04
Biscuits;11/15/2015;868;373.24
Meat;6/29/2018;1275;433.5
Chicken;9/17/2018;1853;148.24
Edible Oil & Ghee;05/03/2016;2226;511.98
Meat;3/19/2018;1514;514.76
Fresh Vegetables;11/18/2018;1663;432.38
Cakes;3/23/2018;2099;272.87
Health Drinks;12/22/2018;1036;424.76
Chicken;11/03/2017;2432;267.52
Organic Staples;12/03/2017;2283;890.37
Biscuits;12/13/2016;2212;243.32
Fish;12/12/2016;1531;275.58
Edible Oil & Ghee;11/28/2015;1299;558.57
Health Drinks;3/25/2018;1538;384.5
Breads & Buns;3/22/2016;1684;740.96
Eggs;5/18/2018;1823;182.3
Fresh Fruits;10/01/2016;600;120
Soft Drinks;09/07/2018;1928;674.8
Breads & Buns;12/20/2015;981;441.45
Chicken;10/02/2016;1408;126.72
Fresh Vegetables;12/13/2016;1370;232.9
Noodles;5/27/2018;1135;329.15
Edible Oil & Ghee;11/16/2018;2051;922.95
Spices;3/25/2018;1712;154.08
Chicken;8/21/2018;2200;396
Legumes;11/19/2018;2319;533.37
Breads & Buns;09/07/2018;1160;243.6
Legumes;10/02/2016;1306;261.2
Soft Drinks;4/28/2015;2018;161.44
Salt;3/19/2018;807;112.98
Fresh Fruits;6/20/2016;1616;517.12
Organic Fruits;4/24/2018;1012;333.96
Cookies;11/03/2017;1271;190.65
Flour;04/04/2016;885;203.55
Rice;04/04/2016;1412;127.08
Organic Fruits;09/07/2018;1549;77.45
Biscuits;3/25/2017;2089;919.16
Chocolates;5/26/2017;1503;180.36
Salt;7/31/2018;2477;594.48
Rice;12/11/2016;1653;247.95
Salt;12/14/2018;1057;179.69
Breads & Buns;10/01/2017;2223;689.13
Organic Fruits;10/15/2016;587;223.06
Fresh Vegetables;04/10/2018;2498;224.82
Soft Drinks;11/21/2018;2434;1095.3
Noodles;5/30/2017;1939;135.73
Noodles;5/30/2017;1062;95.58
Chicken;12/18/2016;2448;807.84
Soft Drinks;9/14/2015;1838;533.02
Soft Drinks;3/17/2017;1207;241.4
Eggs;06/04/2017;2230;691.3
Eggs;6/21/2015;1044;83.52
Cakes;9/14/2015;755;271.8
Organic Vegetables;9/14/2015;517;170.61
Cakes;11/26/2015;2390;167.3
Eggs;11/16/2018;1693;643.34
Organic Fruits;7/31/2016;1238;495.2
Cakes;5/25/2018;507;35.49
Legumes;05/08/2017;502;225.9
Salt;3/16/2018;1530;428.4
Chicken;10/03/2015;2042;408.4
Cookies;3/16/2018;1876;806.68
Chocolates;12/06/2016;700;70
Cookies;10/10/2015;1638;196.56
Fresh Vegetables;7/14/2017;1343;282.03
Chocolates;8/13/2017;2268;1020.6
Organic Vegetables;02/07/2017;2465;1084.6
Noodles;11/30/2017;2187;765.45
Salt;10/23/2016;1755;508.95
Breads & Buns;10/08/2015;1345;564.9
Organic Fruits;05/06/2018;1061;318.3
Organic Fruits;07/08/2017;2473;717.17
Fish;3/22/2016;1289;412.48
Organic Staples;10/23/2016;1303;547.26
Soft Drinks;12/01/2017;2423;533.06
Health Drinks;10/24/2017;2348;986.16
Cakes;9/13/2015;2268;476.28
Flour;9/13/2015;1898;512.46
Salt;10/16/2015;1158;138.96
Salt;12/11/2017;1541;600.99
Organic Fruits;9/13/2015;2388;214.92
Legumes;04/05/2016;2484;869.4
Spices;11/02/2016;917;183.4
Rice;3/30/2018;1123;56.15
Cookies;10/31/2016;1646;246.9
Salt;09/04/2017;1532;91.92
Flour;09/11/2018;2261;972.23
Breads & Buns;12/20/2015;2139;641.7
Spices;7/21/2018;1836;385.56
Fresh Vegetables;11/21/2016;874;253.46
Chocolates;11/21/2016;640;44.8
Fish;03/03/2017;1868;616.44
Edible Oil & Ghee;10/12/2016;726;36.3
Cakes;09/07/2015;723;72.3
Meat;10/12/2016;2226;200.34
Cookies;7/23/2018;1512;105.84
Health Drinks;7/20/2016;959;201.39
Fresh Fruits;09/10/2018;894;232.44
Meat;4/23/2018;2474;272.14
Organic Vegetables;12/09/2018;1794;699.66
Cookies;09/10/2018;2280;820.8
Organic Vegetables;11/24/2015;2389;907.82
Fresh Fruits;08/03/2017;536;209.04
Organic Staples;11/24/2017;669;294.36
Spices;10/28/2018;600;72
Soft Drinks;10/28/2018;2235;894
Chocolates;07/12/2016;1053;442.26
Soft Drinks;09/02/2015;932;316.88
Chocolates;10/17/2015;1203;324.81
Breads & Buns;11/24/2017;542;81.3
Fresh Fruits;7/18/2017;2079;519.75
Noodles;6/28/2017;1394;236.98
Spices;12/19/2016;2310;600.6
Fish;07/12/2015;1431;286.2
Legumes;12/16/2015;1975;849.25
Fish;07/12/2016;864;86.4
Edible Oil & Ghee;11/17/2018;1985;397
Meat;01/03/2016;1371;191.94
Eggs;09/10/2017;777;341.88
Rice;10/23/2018;2330;1001.9
Fresh Vegetables;02/09/2016;547;153.16
Health Drinks;08/12/2017;839;159.41
Noodles;07/12/2016;1848;462
Fresh Fruits;7/14/2017;1018;244.32
Fresh Fruits;5/26/2016;2117;127.02
Eggs;10/11/2016;1055;94.95
Spices;9/15/2018;1089;141.57
Biscuits;7/18/2016;2321;974.82
Salt;7/15/2018;840;361.2
Edible Oil & Ghee;09/06/2017;1317;223.89
Fresh Fruits;11/09/2016;2186;546.5
Health Drinks;11/23/2016;2483;744.9
Salt;11/05/2018;558;61.38
Fresh Vegetables;9/28/2016;1290;503.1
Legumes;3/17/2018;1699;101.94
Eggs;06/11/2017;637;248.43
Chocolates;03/05/2015;948;75.84
Cakes;12/01/2017;1766;317.88
Fish;8/27/2017;797;135.49
Chocolates;3/31/2018;1002;200.4
Health Drinks;10/09/2016;633;151.92
Chicken;05/12/2018;887;301.58
Fish;11/09/2016;1768;335.92
Legumes;7/20/2017;2274;750.42
Flour;11/26/2018;2405;793.65
Fresh Fruits;12/04/2016;2395;1053.8
Rice;07/11/2018;1597;351.34
Eggs;3/17/2018;1673;368.06
Organic Vegetables;11/14/2015;1211;266.42
Salt;3/17/2018;1890;378
Cookies;9/22/2018;781;351.45
Rice;9/19/2016;1097;460.74
Organic Fruits;12/27/2017;1140;114
Flour;3/31/2017;2227;690.37
Flour;9/22/2018;2190;175.2
Health Drinks;12/05/2016;1710;102.6
Health Drinks;1/27/2018;583;46.64
Organic Vegetables;3/26/2016;543;244.35
Meat;9/25/2018;1887;547.23
Fish;6/16/2018;2421;919.98
Salt;09/09/2015;2097;733.95
Soft Drinks;1/27/2016;2410;457.9
Spices;09/09/2015;1947;194.7
Spices;7/13/2018;2466;295.92
Organic Staples;9/26/2016;884;176.8
Cookies;12/01/2015;672;114.24
Fresh Fruits;11/18/2015;1068;331.08
Fresh Vegetables;1/19/2018;2126;425.2
Biscuits;8/24/2016;865;233.55
Health Drinks;1/27/2018;1303;221.51
Spices;07/09/2016;830;348.6
Spices;3/31/2017;795;127.2
Biscuits;11/14/2017;2292;229.2
Cookies;1/27/2016;1087;173.92
Chocolates;4/30/2016;2043;143.01
Biscuits;11/14/2017;860;206.4
Cakes;12/16/2015;846;42.3
Biscuits;12/09/2018;565;62.15
Eggs;12/05/2017;1464;146.4
Spices;4/30/2015;760;281.2
Chicken;08/06/2015;2426;970.4
Noodles;2/17/2018;1050;472.5
Chocolates;9/23/2018;868;147.56
Organic Vegetables;12/09/2018;1265;392.15
Fresh Vegetables;02/02/2017;1949;545.72
Organic Staples;11/08/2016;2353;1011.79
Fresh Fruits;3/27/2018;2200;902
Legumes;12/06/2016;2053;739.08
Flour;12/03/2018;2325;1046.25
Chicken;08/07/2018;2415;120.75
Salt;05/02/2015;537;53.7
Organic Staples;09/05/2017;1273;343.71
Soft Drinks;04/11/2015;1867;448.08
Legumes;7/29/2018;2298;505.56
Salt;04/11/2015;682;170.5
Cakes;8/23/2018;2126;935.44
Eggs;5/27/2015;1878;131.46
Spices;12/21/2016;1202;168.28
Health Drinks;12/18/2018;1867;317.39
Cookies;06/04/2016;639;166.14
Health Drinks;12/14/2016;739;169.97
Chocolates;7/27/2015;2050;676.5
Spices;09/12/2016;2498;749.4
Meat;06/04/2016;2380;214.2
Chocolates;3/29/2016;1789;178.9
Rice;4/25/2018;1736;711.76
Chicken;7/17/2017;2399;359.85
Breads & Buns;11/03/2018;2191;832.58
Salt;11/05/2017;2114;486.22
Spices;11/13/2018;1040;52
Organic Vegetables;7/27/2018;1957;743.66
Cakes;5/22/2018;2343;773.19
